movie_id,title,tags1
1452,Superman Returns,superman returns to discover his 5year absence has allowed lex luthor to walk free and that those he was closest too felt abandoned and have moved on luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever as well as ridding himself of the man of steel brandonrouth kevinspacey katebosworth jamesmarsden parkerposey franklangella samhuntington evamariesaint marlonbrando kalpenn tristanlakeleabu davidfabrizio ianroberts vincentstone jacklarson noelneill keeganjoyce jordanabeatty bryansinger adventure fantasy action sciencefiction savingtheworld dccomics invulnerability sequel superhero basedoncomicbook kryptonite superpowers superhumanstrength lexluthor
10764,Quantum of Solace,quantum of solace continues the adventures of james bond after casino royale betrayed by vesper the woman he loved 007 fights the urge to make his latest mission personal pursuing his determination to uncover the truth bond and m interrogate mr white who reveals that the organization that blackmailed vesper is far more complex and dangerous than anyone had imagined danielcraig olgakurylenko mathieuamalric judidench giancarlogiannini gemmaarterton jeffreywright davidharbour jesperchristensen anatoletaubman rorykinnear timpigottsmith joaquncosio glennfoster paulritter stanakatic lucrezialantedellarovere neiljackson oonachaplin rachelmcdowall gustavonanez markwakeling sarahhadland daviddecio aaronking alexandraprusa brandonjovanovich alexandrekrawetz fernandoguillncuervo jessochoa simonkassianides brendanohea marcforster adventure action thriller crime killing undercover secretagent britishsecretservice
58,Pirates of the Caribbean: Dead Man's Chest,captain jack sparrow works his way out of a blood debt with the ghostly davey jones he also attempts to avoid eternal damnation johnnydepp orlandobloom keiraknightley stellanskarsgrd billnighy jackdavenport kevinmcnally jonathanpryce leearenberg mackenziecrook tomhollander naomieharris davidbailie martinklebba davidschofield alexnorton geoffreyrush dermotkeaney andybeckwith cliveashborn reggielee christopheradamson jonathanlinsley johnboswall maxbaker stevespeirs laurenmaher vanessabranch lukedewoolfson jonathankite hokwantse peterdonaldbadalamentiii christopherscapp goreverbinski adventure fantasy action witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger
57201,The Lone Ranger,the texas rangers chase down a gang of outlaws led by butch cavendish but the gang ambushes the rangers seemingly killing them all one survivor is found however by an american indian named tonto who nurses him back to health the ranger donning a mask and riding a white stallion named silver teams up with tonto to bring the unscrupulous gang and others of that ilk to justice johnnydepp armiehammer williamfichtner helenabonhamcarter jamesbadgedale tomwilkinson ruthwilson barrypepper jamesfrain masoncook mattoleary leonrippy harrytreadaway damonherriman wearlbrown gilbirmingham saginawgrant stephenbrodie matthewpage nickwnicholson bryantprince jdcullum joaquncosio timothyvmurphy damoncarney kevinwiggins chadbrummett robertbaker lewtemple stephenroot randyoglesby bradgreenquist rancehoward leonardearlhowze travishammer stevecorona jackaxelrod christopherhagen fredafohshen margaretbowman luzpmendez lainaloucks devonjadams desiraeanslover charlottecormier meganpribyl brianavanschuyver juliestracener chadrandall jasonehill bethbailey joannecamp bobrumnock taitfletcher alexknight argosmaccallum pokeylafarge joeyglynn adamhoskins ryankoenig goreverbinski action adventure western texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto
49521,Man of Steel,a young boy learns that he has extraordinary powers and is not of this earth as a young man he journeys to discover where he came from and what he was sent here to do but the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind henrycavill amyadams michaelshannon kevincostner dianelane russellcrowe laurencefishburne antjetraue christophermeloni jadingould tahmohpenikett ayeletzurer richardschiff dylansprayberry michaelkelly carlagugino richardcetrone mackenziegray julianrichings maryblack samanthajo rebeccabuller christinawren davidlewis dougabrahams bradkelly alessandrojuliani jackfoley robertgerdisch harrylennix jacquelinescislowski seancampbell rajlal zacksnyder action adventure fantasy sciencefiction savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse
2454,The Chronicles of Narnia: Prince Caspian,one year after their incredible adventures in the lion the witch and the wardrobe peter edmund lucy and susan pevensie return to narnia to aid a young prince whose life has been threatened by the evil king miraz now with the help of a colorful cast of new characters including trufflehunter the badger and nikabrik the dwarf the pevensie clan embarks on an incredible quest to ensure that narnia is returned to its rightful heir benbarnes williammoseley annapopplewell skandarkeynes georgiehenley sergiocastellitto aliciaborrachero peterdinklage warwickdavis vincentgrass pierfrancescofavino daminalczar simnandreu predragbjelac shanerangi cornelljohn liamneeson kenstott tildaswinton eddieizzard klraissov andrewadamson adventure family fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld
24428,The Avengers,when an unexpected enemy emerges and threatens global safety and security nick fury director of the international peacekeeping agency known as shield finds himself in need of a team to pull the world back from the brink of disaster spanning the globe a daring recruitment effort begins robertdowneyjr chrisevans markruffalo chrishemsworth scarlettjohansson jeremyrenner tomhiddleston clarkgregg cobiesmulders stellanskarsgrd samuelljackson gwynethpaltrow paulbettany jennyagutter walterperez powersboothe stanlee arthurdarbinyan donaldli ashleyjohnson harrydeanstanton aliciasixtos dieterriesle jamiemcshane jeffwolfe jerzyskolimowski maximilianohernndez alexisdenisof jameseckhouse envergjokaj damionpoitier tinabenko kirillnikiforov mlaahkaursingh rashmirustagi warrenkole jessegarcia kennethtigar joshcowdery katsumikomatsu yumikokomatsu momokokomatsu robertclohessy fernandatoker andreavecchio robinswoboda brentmcgee michaelzhang williamchristopherstephens kelleyrobins romyrosemont patkiernan thomasroberts jillianmorgese catherineanderson ricardoandres loganbennett mayankbhatter sharitabone jasonbotsford marykatecampbell genenchavez laylacushman robertdean rickdremann jeffreyfeingold louferrigno rodfielder ericfrank israelhall carmendeeharris alexanderchristopherjones mikekarban demoinekinney andrewknode annettelawless kimberlyjmahoney toddmanes jorgemardel tiffanysandermckenzie michaelmcmillan seanmeehan jotinagra hollyneelie calebdanielnoal josephobrien jeremyorr natepaige martinpalmer mariaperossa calebpieplow alexanderdanielpimentel frankpowers jaimepowers brentreichert kellyruble ginasarno robertbschneideriv jeffseich christinashaffer alondashevette douglasslygh colinstrause robertpthitoff georgethomas shanethompson jerryleetucker taiurban chrisvaina sandraweston sethzielicke alexdecourville debbiescaletta andreanicholeolivas tinagrimm josswhedon sciencefiction action adventure newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse
1865,Pirates of the Caribbean: On Stranger Tides,captain jack sparrow crosses paths with a woman from his past and hes not sure if its love  or if shes a ruthless con artist whos using him to find the fabled fountain of youth when she forces him aboard the queen annes revenge the ship of the formidable pirate blackbeard jack finds himself on an unexpected adventure in which he doesnt know who to fear more blackbeard or the woman from his past johnnydepp penlopecruz ianmcshane kevinmcnally geoffreyrush samclaflin astridbergsfrisbey stephengraham gregellis damianohare scarjaenada richardgriffiths keithrichards gemmaward judidench ianmercer robbiekay christopherfairbank yukimatsuzaki steveevets bronsonwebb derekmears deobiaoparei sebastianarmesto antonlesser rogerallam paulbazely richardthomson dannyleboyer alanjutleymoore lukeroberts emiliajones sanyahughes lejon siegfriedpeters robmarshall adventure action fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d
41154,Men in Black 3,agents j will smith and k tommy lee jones are backin time j has seen some inexplicable things in his 15 years with the men in black but nothing not even aliens perplexes him as much as his wry reticent partner but when ks life and the fate of the planet are put at stake agent j will have to travel back in time to put things right j discovers that there are secrets to the universe that k never told him  secrets that will reveal themselves as he teams up with the young agent k josh brolin to save his partner the agency and the future of humankind willsmith tommyleejones joshbrolin michaelstuhlbarg emmathompson jemaineclement nicolescherzinger aliceeve billhader michaelchernus davidrasche keoneyoung cayenmartin mikecolter melahudson willarnett kelvindavis danbittner barrysonnenfeld action comedy sciencefiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory
122917,The Hobbit: The Battle of the Five Armies,immediately after the events of the desolation of smaug bilbo and the dwarves try to defend erebors mountain of treasure from others who claim it the men of the ruined laketown and the elves of mirkwood meanwhile an army of orcs led by azog the defiler is marching on erebor fueled by the rise of the dark lord sauron dwarves elves and men must unite and the hope for middleearth falls into bilbos hands martinfreeman ianmckellen richardarmitage kenstott grahammctavish williamkircher jamesnesbitt stephenhunter deanogorman aidanturner johncallen peterhambleton jedbrophy markhadlow adambrown orlandobloom evangelinelilly leepace cateblanchett hugoweaving christopherlee ianholm mikaelpersbrandt sylvestermccoy lukeevans stephenfry johnbell ryangage peggynesbitt marynesbitt manubennett johntui billyconnolly benedictcumberbatch kellykilgour sarahpeirse nickblake simonlondon conanstevens allansmith mirandaharcourt thomasinmckenzie peterjackson action adventure fantasy corruption elves dwarves orcs middleearthtolkien hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery
1930,The Amazing Spider-Man,peter parker is an outcast high schooler abandoned by his parents as a boy leaving him to be raised by his uncle ben and aunt may like most teenagers peter is trying to figure out who he is and how he got to be the person he is today as peter discovers a mysterious briefcase that belonged to his father he begins a quest to understand his parents disappearance  leading him directly to oscorp and the lab of dr curt connors his fathers former partner as spiderman is set on a collision course with connors alter ego the lizard peter will make lifealtering choices to use his powers and shape his destiny to become a hero andrewgarfield emmastone rhysifans denisleary campbellscott irrfankhan martinsheen sallyfield maxcharles chriszylka embethdavidtz leifgantvoort hannahmarks kelseyasbille cthomashowell stanlee michaelmassee michaelpapajohn karicoleman charliedepew skylergisondo jacobrodier jakekeiffer kevinmccorkle barbaraeveharris danielleburgio michaelbarra andypessoa andygladbach ringhendrickstellefsen tomwaite keithcampbell stevedecastro jameschen alexanderbedria johnburke jillflint markdaugherty miltongonzlez vincentlaresca damienlemon tyupshaw tiatexada jaycaputo terrybozeman jenniferlyons amberstevens zoeydeutch jodycosgrovekao maxbogner ethancohn mileselliot mirandaladawnhill amandamacdonald maurymorgan amynovondo kristinquick marcwebb action adventure fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger
20662,Robin Hood,when soldier robin happens upon the dying robert of loxley he promises to return the mans sword to his family in nottingham there he assumes roberts identity romances his widow marion and draws the ire of the towns sheriff and king johns henchman godfrey russellcrowe cateblanchett maxvonsydow williamhurt markstrong oscarisaac dannyhuston eileenatkins markaddy matthewmacfadyen kevindurand scottgrimes alandoyle douglashodge laseydoux jonathanzacca robertpugh gerardmcsorley velibortopic ciaranflynn simonmcburney marklewisjones bronsonwebb denismnochet rubybentall jessicaraine johnnicholas royholder denisegough lukeevans arthurdarvill gianninafacio ralphineson jakecurran ridleyscott action adventure robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland
57158,The Hobbit: The Desolation of Smaug,the dwarves bilbo and gandalf have successfully escaped the misty mountains and bilbo has gained the one ring they all continue their journey to get their gold back from the dragon smaug martinfreeman ianmckellen richardarmitage kenstott grahammctavish williamkircher jamesnesbitt stephenhunter deanogorman aidanturner benedictcumberbatch leepace lukeevans evangelinelilly orlandobloom mikaelpersbrandt manubennett stephenfry johnbell sylvestermccoy terrynotary peterhambleton cateblanchett stephencolbert jedbrophy sarahpeirse marynesbitt peggynesbitt markhadlow johncallen adambrown benmitchell peterjackson adventure fantasy elves dwarves orcs hobbit dragon wizard swordandsorcery
2268,The Golden Compass,after overhearing a shocking secret precocious orphan lyra belacqua trades her carefree existence roaming the halls of jordan college for an otherworldly adventure in the far north unaware that its part of her destiny dakotabluerichards nicolekidman danielcraig samelliott evagreen freddiehighmore ianmckellen benwalker ianmcshane kristinscottthomas kathybates jimcarter tomcourtenay christopherlee simonmcburney jackshepherd magdaszubanski derekjacobi clarehiggins charlierowe stevenloton michaelantoniou markmottram hattiemorahan jasonwatkins samhoare briannickels thomasarnold helensoraya chrisweitz adventure fantasy england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel
254,King Kong,in 1933 new york an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious skull island where they encounter kong a giant ape who is immediately smitten with the leading lady naomiwatts jackblack adrienbrody thomaskretschmann colinhanks andyserkis evanparke jamiebell lobochan johnsumner craighall kylechandler williamjohnson davidpittu markhadlow geraldinebrophy daviddennis pipmushin jimknobeloch richerbert leedonahue tomhobbs tirielmora jedbrophy johnwraight williamwallace frankedwards crawfordthomson richardkavanagh stephenhall joefolau chiclittlewood samueltaylor peterjackson adventure drama action filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur
